id,url,news_article,summary,bias_ideology,bias_cultural,bias_gender,bias_political,generated_by_ai
1,http://127.0.0.1:8000,http://127.0.0.1:8000,http://127.0.0.1:8000,0,0,0,0,0
2,http://127.0.0.1:800,Blah,Blah,0,0,0,0,0
3,https://prisma-9040.onrender.com/docs#/default/create_article_articles__post,string,string,0,0,0,0,0
4,https://prisma-9040.onrender.com,FD,FD,0,0,0,0,0
5,https://www.bbc.com/news/articles/c4g614x9kqko,"Katy Watson, BBC News in Kyiv, and Danai Nesta Kupemba, BBC News: After of Russian on Zizhzhia Authorities have reported that Russia executed a significant overnight assault impacting 14 regions of Ukraine, while Kyiv retaliated by targeting Russian oil refineries. In the southern Zaporizhzhia area, one woman lost her life and 30 individuals, including children, sustained injuries, as per local officials. Ukraine President Volodymyr Zelensky indicated that Russia deployed nearly 540 drones and 45 missiles, calling for stringent new sanctions against Moscow. In the wake of the attack, Russia's defense ministry claimed that all ""objectives of the strike have been accomplished"" and that ""designated targets have been struck,"" a statement that has not been independently confirmed. Russia initiated its extensive invasion of Ukraine in 2022. This latest wave of assaults occurs amidst ongoing global endeavors to broker a peace agreement between the conflicting nations, just days after Kyiv experienced the second largest aerial bombardment of the conflict, resulting in at least 25 fatalities. In the southeastern Dnipropetrovsk region, senior official Serhiy Lysak reported multiple strikes on infrastructure facilities following a ""massive"" overnight drone and missile attack. In the regional capital, Dnipro, a residential building was entirely demolished, and a shopping center suffered damage, according to Lysak. While no casualties were reported from the overnight strikes, Lysak mentioned that four individuals were injured during a Russian drone attack on Saturday afternoon. This marks the second consecutive night that Dnipropetrovsk had been targeted. Earlier in the week, Kyiv acknowledged that Russian forces had penetrated the region and were attempting to establish a presence. Firefighters worked to extinguish fires in Zaporizhzhia during the early hours of Saturday.","Russia launched a large-scale overnight attack on Ukraine, hitting 14 regions and causing deaths and injuries. Kyiv responded by attacking Russian oil refineries. The continued hostilities have led to infrastructure damage and have complicated peace efforts.",0,0,0,0,0
6,https://www.cnn.com/2025/08/30/asia/indonesia-fire-parliament-deaths-intl,"Three individuals lost their lives and five sustained injuries in Indonesia after demonstrators ignited a regional parliament building, as reported by authorities on Saturday. This incident marks a significant challenge for President Prabowo Subianto's administration.

The disaster management agency released a statement but did not specify the reasons behind the fatalities related to the fire that occurred on Friday evening in Makassar, South Sulawesi province. According to the Antara news agency, the deceased were reportedly trapped inside the engulfed structure. The disaster agency noted that two injuries were due to individuals jumping from the building.

Protests commenced in Jakarta, Indonesia's capital, earlier this week concerning lawmakers' salaries, intensifying on Friday when a police armored vehicle struck and killed a ride-hailing motorbike driver. Prabowo, who assumed office in October of the previous year, visited the driver's home late Friday, expressing condolences to the family and pledging to ensure a thorough investigation into the incident.

Local news outlets reported sporadic looting in Jakarta and damage to various transportation facilities on Friday, along with demonstrations in significant cities like Bandung and Yogyakarta. On Saturday, Jakarta's mass rapid transit system announced that trains would not be stopping at a station close to the protest site from the previous day, while the Transjakarta bus service indicated it was unable to provide service to passengers. No immediate indications of protests were observed on Saturday.","Rioters in Indonesia set fire to a regional parliament building, resulting in three deaths and five injuries. The unrest, sparked by frustrations over lawmakers' salaries, is testing President Prabowo's administration.",0,0,0,0,0
7,https://www.reuters.com/world/middle-east/prime-minister-yemens-houthi-run-government-killed-israeli-strike-2025-08-30/,"On August 30, the head of Yemen's Houthi-led government and several ministers were killed in an Israeli airstrike on Sanaa, as confirmed by Houthi leaders. This is the first airstrike of its kind to claim the lives of high-ranking officials. Other ministers were also injured. Israel stated that the strike targeted top officials of the Iran-backed group, while Houthi sources confirmed the deaths of the ministers of energy, foreign affairs, and information. The prime minister, Ahmad Ghaleb al-Rahwi, was considered largely symbolic within the Houthi leadership. After the incident, Houthi officials pledged to continue resistance against Israel. The conflict is part of broader violence since Israel's strikes on Hamas and regional unrest. Israeli Defence Minister Katz called the strike a devastating blow to the Houthis.","An Israeli airstrike in Yemen killed the Houthi prime minister and several top officials, marking a serious escalation in the ongoing Middle East conflict. Houthi leaders have vowed further resistance.",0,0,0,0,0
8,https://www.cnn.com/2025/08/31/china/india-china-xi-modi-meeting-intl-hnk,"Chinese President Xi Jinping and Indian Prime Minister Narendra Modi recently engaged in diplomatic talks in China amid ongoing global tensions exacerbated by the Trump administration's tariffs. Their meeting aimed to underscore friendship in a 'chaotic' world and identify common areas of strategic cooperation. Both leaders emphasized the importance of multilateralism, regional stability, and economic collaboration, signaling a potential thaw in China-India relations. The talks were part of a Shanghai Cooperation Organization (SCO) summit, where world leaders gathered to discuss pressing international issues against a backdrop of intensifying trade wars and shifting global alliances.","Xi Jinping and Narendra Modi met in China to promote cooperation and stability, seeking to reset China-India ties during a major international summit.",0,0,0,0,0
9,https://www.bbc.com/news/articles/c4g614x9kqko,"Russia has carried out a massive overnight attack on 14 regions of Ukraine, authorities have said, as Kyiv struck Russian oil refineries. One woman was killed in the southern Zaporizhzhia region and 30 people were injured - including children - according to local officials. Ukrainian President Volodymyr Zelensky said Russia launched nearly 540 drones and 45 missiles, urging tough new sanctions on Moscow. Following the attack, Russia's defence ministry said all ""targets of the strike have been achieved"" and ""designated objects have been hit"" - a claim that has not been independently verified. Russia launched its full-scale invasion of Ukraine in 2022. The latest barrage comes amid ongoing international efforts to secure a peace deal between the two warring nations - and days after the Ukrainian capital Kyiv faced the second largest aerial attack of the war so far, with at least 25 killed. In the south-eastern Dnipropetrovsk region, top official Serhiy Lysak reported a number of strikes on infrastructure facilities and after a ""massive"" drone and missile overnight attack. In the regional capital Dnipro, a residential house was completely destroyed and a shopping centre was damaged, Lysak said. No casualties were reported in the overnight strikes, but Lysak later said four people were injured in a Russian drone attack on Saturday afternoon. It is the second successive night Dnipropetrovsk has been targeted. Earlier this week, Kyiv acknowledged that Russia's military had entered the region and was trying to establish a foothold. Railway infrastructure was damaged near the capital, Kyiv, but it was central and south-eastern Ukraine that bore the brunt of the latest strikes. Emergency services were seen putting out fires in Zaporizhzhia, while explosions were heard in the central eastern regions. Meanwhile, Ukraine's military said its drones hit oil refineries in Krasnodar and Syzran in Russia overnight. Both refineries have been targeted before. The Ukrainian military said there had been ""numerous"" explosions and fires recorded at the facility in Krasnodar, which Kyiv said produces three million tons of petroleum products per year. The military also reported a fire at the Syzran facility, which it said produced eight-and-a-half million tons of petroleum products annually. Russian authorities in Krasnodar acknowledged the drone strikes had hit its oil refinery. They said one of the process units was damaged and a fire occurred in the area, adding that there had been no casualties. The Russian defence ministry said it had shot down 20 Ukrainian drones overnight, including 18 over the Crimean Peninsula in southern Ukraine, which Moscow annexed in 2014. The Russian military also said it captured Komyshevakha, a rural settlement in the eastern Donetsk region, on Saturday morning. Ukraine has not confirmed this. In recent months, Russian troops have continued their slow advance in eastern Ukraine, despite heavy combat casualties being reported. The chief of Russia's general staff, Valery Gerasimov, said on Saturday that his forces were continuing ""their non-stop offensive along almost the entire line of contact"". Friday night's aerial exchange follows US-led diplomatic efforts aimed at ending the war, which so far remain at a standstill. Zelensky said the latest attacks showed Russia's ""disregard for words"", adding that the only way to deal with Russia was to impose sanctions. ""We expect action from the US, Europe and the entire world,"" he said. European foreign affairs ministers are in Denmark this weekend to discuss international developments - including the war in Ukraine. One of the key issues on the table is the possibility of freezing approximately €210bn (£182bn; $245bn) worth of Russian assets. EU foreign policy chief Kaja Kallas, who is at the gathering, said it was clear ""Russia does not want peace"" despite diplomatic efforts. France would use the gathering to table new proposals for sanctions against Russia, with the aim of depleting ""the resources that Russia is investing in this war"" - Foreign Minister Jean-Noël Barrot was quoted by Russia's state-owned news agency Tass as saying.","Russia conducted a large-scale overnight assault on 14 Ukrainian regions, killing one and injuring thirty, mostly in Zaporizhzhia. President Zelensky called for tougher sanctions following the attack. Russia claimed all targets were hit, though these claims were unverified. In the Dnipropetrovsk region, critical infrastructure and residences were damaged by missiles and drones, and a residential building in Dnipro was destroyed. Ukraine retaliated by hitting Russian oil refineries in Krasnodar and Syzran, causing fires and damaging facilities, which Russian officials acknowledged. Russia also reported shooting down 20 Ukrainian drones and capturing a settlement in Donetsk, though Ukraine did not confirm this. The situation escalates despite global appeals for peace and ongoing diplomatic efforts. European ministers are considering freezing Russian assets and pursuing new sanctions to weaken Russia's war capabilities.",0,0,0,1,0
10,https://www.aljazeera.com/news/2025/8/31/russia-ukraine-war-list-of-key-events-day-1284,"Russia launched ""massive"" strikes against Ukraine overnight on Saturday, with a total of 14 regions hit, according to Ukrainian officials. At least one person was killed and 30 others wounded in Ukraine's Zaporizhia region, while residential buildings were hit and scores of homes left without gas or electricity. The cities of Dnipro and Pavlohrad in the central region of Dnipropetrovsk also came under attack early on Saturday, causing fires. Ukraine's Air Force said it had downed 510 of 537 drones and 38 of 45 missiles launched by Russia in the overnight attack. In Ukraine's Kherson, a 74-year-old man was also killed when Russian forces shelled the city, according to officials. The chief of Russia's general staff, Valery Gerasimov, said that Russian forces are waging a nonstop offensive along almost the entire front line in Ukraine and have the ""strategic initiative"". In a speech to his deputies, Gerasimov also said that Russian forces now control 99.7% of Ukraine's Luhansk region, 79% of the Donetsk region, 74% of the Zaporizhia region and 76% of the Kherson region and almost completely blockaded the city of Kupiansk, controlling about half of its area. Ukrainian military spokesperson Viktor Trehubov said that Kyiv's forces had scored front-line successes, keeping Russian troops from seizing targets in Donetsk and halting advances into Dnipropetrovsk region. Ukraine's military also claimed attacks in Russia, striking oil refineries in Krasnodar and Syzran, setting off fires at both facilities. Russia's TASS state news agency said Ukrainian shelling left over 17,000 without power in Russia's Kursk region. The Russian Ministry of Defence said its forces shot down 233 Ukrainian drones, one guided bomb, and four missiles in 24 hours. President Zelenskyy accused the Kremlin of using peace talks preparation time to organize new attacks and called for more sanctions on Moscow. Indian PM Modi reaffirmed support for peace by phone with Zelenskyy. EU diplomats debated how to use frozen Russian assets to support Ukraine, though France and Germany rejected immediate confiscation. German Chancellor Friedrich Merz condemned Russia's ongoing attacks, linking them to failed diplomacy. US President Trump stated the US would not send ground troops to Ukraine and described current support as selling equipment to NATO. Ukraine announced approval for major US weapons purchases.","Russia launched major overnight missile and drone strikes against Ukraine, hitting 14 regions and causing widespread destruction, casualties, and power outages. Ukraine claimed to intercept most of the attacks and retaliated by targeting Russian oil facilities. Russian officials claimed territorial control gains in eastern Ukraine; Kyiv disputed some of these claims and reported defensive successes. International diplomatic efforts stall as EU debates using frozen Russian assets for Ukraine, while world leaders—including India's Modi and the US's Trump—make statements about the conflict. Tougher Western sanctions and major weapons sales to Kyiv were announced in response to Russia's ongoing assaults.",0,0,0,1,0
